user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_016452165.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.96	0.96	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.96	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.06, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.74, 0.86; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.24, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.13, 0.84	97.64	11	N/A	N/A
GCA_016454165.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.4	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.4	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.0, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.81, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.26, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.24, 0.84	97.64	11	N/A	N/A
GCA_016454185.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.83	0.94	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.83	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.12, 0.81; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.32, 0.83; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.14, 0.84	96.8	11	N/A	N/A
GCA_016454205.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.25	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.25	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.14, 0.82; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.85, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.34, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.19, 0.84	97.42	11	N/A	N/A
GCA_016454225.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.47	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.47	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.03, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.74, 0.86; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.27, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.13, 0.83	98.47	11	N/A	N/A
GCA_016454245.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.47	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.47	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.03, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.74, 0.83; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.26, 0.83; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.1, 0.85	98.47	11	N/A	N/A
GCA_016454265.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.04	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.04	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.09, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.84, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.31, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.18, 0.84	98.47	11	N/A	N/A
GCA_016454285.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.72	0.95	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.72	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.01, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.8, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.14, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.15, 0.84	96.82	11	N/A	N/A
GCA_016454305.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella houtenae	GCF_900478215.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella houtenae	99.31	0.95	GCF_900478215.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella houtenae	99.31	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 94.79, 0.82; GCF_000006945.2, s__Salmonella enterica, 95.0604, 94.65, 0.83; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.13, 0.88; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.76, 0.85	96.82	11	N/A	N/A
GCA_016454325.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.87	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.87	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.09, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.83, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.25, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.21, 0.84	97.64	11	N/A	N/A
GCA_016454345.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.92	0.92	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.92	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.05, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.84, 0.86; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.28, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.11, 0.84	97.64	11	N/A	N/A
GCA_016454365.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.95	0.97	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.95	0.97	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.02, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.8, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.24, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.1, 0.85	97.64	11	N/A	N/A
GCA_016454385.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.02	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.02	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.16, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.33, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.14, 0.83	98.47	11	N/A	N/A
GCA_016454425.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.53	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.53	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.03, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.27, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.12, 0.84	96.8	11	N/A	N/A
GCA_016454445.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.83	0.97	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.83	0.97	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.06, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.83, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.22, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.06, 0.85	98.47	11	N/A	N/A
GCA_016454465.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.94	0.96	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.94	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.07, 0.82; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.31, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.2, 0.83	96.8	11	N/A	N/A
GCA_016454485.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.31	0.89	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.31	0.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.09, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.85, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.3, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.26, 0.85	98.47	11	N/A	N/A
GCA_016454505.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.84	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.84	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.11, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.84, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.28, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.16, 0.84	97.64	11	N/A	N/A
GCA_016454525.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.79	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.79	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.11, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.91, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.38, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.26, 0.83	97.66	11	N/A	N/A
GCA_016454545.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.78	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.78	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.16, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.92, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.35, 0.83; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.24, 0.85	97.66	11	N/A	N/A
GCA_016454585.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.54	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.54	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 94.99, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.78, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.24, 0.83; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.12, 0.84	96.8	11	N/A	N/A
GCA_016454605.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.95	0.98	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.95	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.07, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.84, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.26, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.14, 0.84	96.8	11	N/A	N/A
GCA_016454625.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.58	0.89	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.58	0.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.01, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.66, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.23, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.14, 0.85	92.52	11	N/A	N/A
GCA_016454645.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.03	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.03	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.08, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.79, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.27, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.14, 0.84	98.47	11	N/A	N/A
GCA_016454665.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.57	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.57	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.03, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.78, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.3, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.08, 0.85	97.64	11	N/A	N/A
